reviewStar,reviewText
1,Irritated my skin.
1,The scent of this product is horrible.  After putting it on my face I got a headache from the smell.  It irritated my skin; unscented ELF products don't do that to me at all.
1,"This Neutrogena moisturizer has the consistency  of Vaseline and has an awful old lady scent. I have tried to use it  since I paid for  it, but I can't it is going in the trash."
1,"I can’t help but to think this product is not the real deal. I’ve been using this product (bought in store) for months and it has been amazing for me. In fact my skin was the clearest it has been in years. I stupidly ordered it from Amazon this time after running out and after 1 week of use, my skin is fully broken out, dried out and literally painful and constantly burning, almost as if I have severe sunburn or windburn on my face. It burns my skin as soon as I apply it. There is no way this is legitimate. 100% returning it."
1,Not moisturizing at all. After drying on my skin I had to keep applying more. Have to use way too much of this. Waste of money
1,Second time I have had to order was replacement and not interested anymore.  The product is always open when it gets to me and that's gross.  Learn to seal products better.
1,"This moisturizer is not for sensitive skin. I had some sort of reaction that left my skin dry, itchy, and flaky and caused a horrible breakout... and I haven’t had acne in years! I only used it three times. I had the same reaction to the hydroboost face wash on a separate occasion so it must just be something in this line that my skin can’t handle. Proceed with caution!!"
1,"I have naturally dry skin, which is why I bought this product. But after applying it, I have to follow up with a layer of grapeseed oil to actually do the moisturizing, because the product causes my skin to flake within 10 minutes of application. I have been using the product a month, because I though my skin just needed to adjust, but the dryness has worsened, so I'm seeking other products instead."
1,This is unpleasantly thick.  I never had an issue with the Hydro Boot regular or extra dry but this caused breakouts and irritation after three applications.
1,"This product is extremely moisturizing, but it broke me out horribly. If you struggle with acne (even if you use tretinoin like I do) do not go near this product. I think the product should be reevaluated for comedogenic ingredients."
1,I have sensitive skin and when I applied the lotion I felt a burning sensation all over my face. I tried to keep it on for awhile hoping it would settle but it made my face itchy. Will be returning:(
1,Apparently this  new order is not the original product this dried my face out terribly
1,My skin started to burn severely the longer I used this product along with the Ageless Intensives night moisturizer. I had to stop using both of these Neutrogena products.
1,"DO NOT BUY THE WATER GEL IF YOU HAVE SENSITIVE SKIN. I read the reviews and thought the water gel would be perfect for me, I’ve used it for 2 days and my entire face and neck and eyes are all raw skin that is burning and peeling. My skin is cracking open and bleeding it’s so dry. I tried it on my boyfriend too who never has skin issues and his skin the next day was peeling too it was so dry. This is the WORST product I’ve ever bought for my face."
1,"I've read reviews where people claim ""fake Product' and never felt the same. This time, the product is missing the inner cover, the color looks off and the product does not feel moisturizing as it has on every other occasion."
1,"I have extremely sensitive dry skin and I used this after cleansing my face with a non exfoliating cleanser, it burned immediately and left a sticky film. It also has an offensive odor. Would not recommend this product for anyone with sensitive skin."
1,Has fragrance and irritated my sensitive skin.
1,"I use the pods that contain the Neutrogena overnight hydroboost moisturizing mask so expected this to be similar. Instead, it is extremely drying. I hate using the pods bc they are so environmentally wasteful and a PITA to keep from drying out between uses so was hoping this product would be comparable and less wasteful. It’s not."
1,"This was not the same as the exact same product I got from the grocery store. I think the cream inside was replaced with some other cheap, cocoa butter smelling lotion. No seal and the plastic label is peeling off."
1,"I really wanted to like this product since I've used the mini travel version with no issues; however, after a few applications, I noticed that it started to cause a burning sensation across my face. Not only was it irritating in that aspect but after looking at the ingredients again, there are a bunch of fillers, preservatives (more than the average product) and ingredients the product claims it does not have. For example, it contains mineral oil which clogs pores, despite advertising that it is non-comedogenic. It says it has hyaluronic acid but it's listed towards the end of the list, meaning it has the least amount of it. Overall, it didn't work for me and based on the ingredients, I would not recommend this product."
1,Didn’t like it
1,"I bought this thinking it was the gel to cream lotion, what a mistake. This smell is awful and overpowering, I had to wash my face off almost immediately. It didn’t feel moisturizing either, but I could have lived with it aside from the smell. Just awful!"
1,"The product may be great, but my cream arrived clearly opened and used. There was absolutely no seal on the package (it had been broken) and the box was completely opened on both sides. I am extremely disappointed."
1,There was no quality seal on the box or the container.
1,I had a horrible reaction to this product. Extremely disappointed.
1,It’s hydrating but not for me... I started to break out after using this. Do not recommend to those that have acne problems
1,"The smell is overpowering! And my package from Amazon did not look like the pictures; it looked messy and like someone stuck their finger in and mushed it around. Weirdest of all, this serum made my skin extra dry and flaky. I read that on someone else's review, but just ignored it. Should have saved my money.."
1,"This came smaller than last time I ordered. Only name of item in ENGLISH, rest  in some foireign language . No ingredients on label. Everything else, no idea what said per language barrier.  Plus was like water, not like the  other  same Neutrogena gels I buy in store."
1,"Don’t usually write reviews but I’ve never had such a negative reaction to a Neutrogena product before... my skin is already dry and I only used this for two days before it completely dried out my face. I stopped using this product and have been heavily moisturizing with other Neutrogena products for days (not using this anymore) and my face is still so dry it’s peeling in places. Crazy that this would do exactly the opposite of what it claims AND make things worse... which is why I felt compelled to review. Obviously everyone’s skin is different, this is just what happened to me (but I have read a couple other reviews that stated similar reactions)... hopefully this helps someone"
1,Truly disappointed when I found out that this was a fake product after I checked the batch code at the neutrogena web site.  Please be aware!!
1,Made me break out.  Don’t like the scent.
1,"I received this product very late and when it arrived, the box was smashed and the product inside was used.  The product actually had Spanish letters on the jar.  No bueno."
1,"I have really dry and oily skin that gets even more dry in the colder months. I usually go with lightweight moisturizers so that my skin doesn't get more oily and my pores don't get clogged. This is definitely a light moisturizer. In fact it's so light that it doesn't really do anything at all. Maybe like 5% moisturizing. It just sits on my skin more than anything. I think for the first week it felt like it was working, but then it wasn't doing anything. The good news is that it doesn't seem to be causing breakouts yet. But I know eventually I will be breaking out because of how dry my skin is. I've been using more product than usual but there is so little product that it feels wasteful, especially considering the price. The package is absolutely misleading because of the tiny amount of product that's actually in there. I also hate how fragrant it is, there's no need for that. Overall I'm pretty disappointed. Maybe it works better for folks who don't need as much moisturizer."
1,"I have been using this for two months now. Not only it doesn't help my skin, it is getting even worse. Definitely not recommended!"
1,I finally opened the neutrogena moisturizer.  It was used...half gone.  Really disgusting.  Unfortunately I missed the return date.  From now on I will open the product whether I’m ready or not to use
1,Buyer beware. This is not the true product. It was repackaged and replaced with something else. Very disappointing. I will cancel my monthly subscription for this item.
1,"My skin is so dry and very sensitive. I would have loved to write about the product. When it arrived, nothing was sealed. There was no cellophane wrapping on the box at all. I didn't know used personal items like this could be resold. Id that even legal? It's disgusting. It's such a hassle to return things. I don't drive and I don't live near the post office, so lesson learned. I'll buy from the local Drug store. I'm going to cut my shopping."
1,"I do NOT like this product at all!! I want my money back asap. I hate the fragrance and it's making me breakout like crazy!! I'm actually allergic to fragrance and cant believe this ""top"" selling moisturizer has fragrance in it. Pathetic. DO NOT BUY!!"
1,"Disappointed. Did not even use. Package looked worn. The gel was open, there was no protective film over it."
1,not good
1,This is not fragrance free and my skin  broke out like crazy. Such a bummer.
1,Product was opened and there was no seal on the box or product. Very strong bad scent and seems like a fake product. No returns possible on this product!
1,The bottle came outside of its box (within the packing envelope). I would have been ok with that except there was no safety seal and it looks like some of the product was missing. I went to return the product and there is a no return policy. This is very suspicious and concerning.
1,Their was no seal on product and inside the box on the bottle came all scratched with dirt
1,I like the scent but not good for the scar lighter
1,DON’T BUY!! The item was opened and appeared to be used when it arrived. This is gross. I went to return it and I can’t. I’m angry.
1,I’ve been using this for a month and just learned it’s not pregnancy safe. Why is it advertised for use during pregnancy? It’s contains retinol!
1,"Mineral oil, artificial fragrance, red dye etc. NOT for sensitive skin. Misleading"
1,I don’t trust this product since ur did not come with a seal
1,Did not like anything about the product
1,No difference noticed at all
1,First-time received box was opened and there's no sealed lid inside. Re-requested second time and received the same condition.
1,Paraffinum Liquidum HEALTH RISK: These three are hormone-disrupting chemicals & may form cancer-causing agents. Have also been linked to miscarriages and inhibiting fetal brain development. They are easily absorbed by the skin & research indicates a strong link to liver & kidney cancer.
1,"My aunt suggested I use this, but I did not have stretch marks UNTIL I started using this! It made them worse the more I used this so I Stopped."
1,"I've had this for a few days now and using it morning&night. It seems to work okay(?) on the skin and keep it hydrated... but it has a weird, unpleasant smell to it.... I don't think any product should smell like this."
1,Made the musles in the area were I applied the oil twitch so I stopped using it immediately!Is it suppose to cause that kind of reaction ?
1,Junk ?! Horrible petroleum derived ingredients???!
1,I'm very upset. This was delivered burst open. Everything threw away. Ruined my other purchases as well. I need an immediate replacement!!
1,I do not recommend! I bought it to help prevent stretch marks during my pregnancy and all it did was cause a rash with many itchy bumps that took weeks to go away!!! I only used it for a week before it started.  I only give one star because I can’t post this without giving any! I don’t even give it one star!!!
1,"90K+ reviews and you would expect some truth in it. After going through a full large bottle (6.7oz), i can tell you with confidence that it is not only waste of money but also waste of all the time you put in it. Do not buy. look for something else... also if you have experienced a product that actually works, do let me know"
1,Package comed broken and leaked
1,This is a fake. The bottle had no seal and had missing product.
1,"This product reeks of perfume and is highly unlikely to be an authentic Bio Oil product. With that said, it has failed to deliver on marketing promises."
1,The product was opened. Tried to return or refund and it and it won't let me. Sorry but I'm not going to use an opened product! Guess I just wasted my money!
1,Very disappointed whole bottle gone
1,"I have heard so much about bio oil, and decided to buy this product. I ignored the reviews that said it was counterfeit. I wish I wouldn’t have. This oil burnt my face. It was so red and hurt really bad, I would try and put lotion on it to soothe it and it would make it burn even more so very uncomfortable!Do not use if you have sensitive skin!!!!!"
1,i don’t recommend i used it and it broke me out and didn’t help at all
1,Broke out in a rash
1,Broke me out within a couple hours in a rash/pimple like thing. My skin hated it. I do have pretty sensitive skin though.
1,I get more and bigger scars from this product. I didn’t know that it is very oily which caused my face to break out. I bought it to help the scars from the white/black heads on my forehead but I didn’t  see any changes. I do not recommend this product to people who get acne from oily skin. It will make it worse.
1,"It is not the real deal Bio-Oil.  The oil is very thin, not like the original."
1,This is so fake. Doesn’t work like it describe at all. I would not recommend this for anyone.
1,Have not seen in any results. It stinks .
1,Don't buy it ! It's a fake product and it wasn't even sealed.
1,Bought this product to get rid of stretch marks on my stomach and it was fine at first then after a while the oil made my skin itch and started to get irritated
1,Caused allergic reaction ie rash & itching
1,Fake. Didn’t even come sealed.
1,"I bought this on a whim and should have read up on it more. It smells terrible, like those scented bug sprays they had you use when you were a kid but you knew they were still just chemicals. In addition, I do not feel it’s moisturizing. Finally, there is no way I would recommend this for sensitive skin. The fragrance alone is agitating."
1,"This stuff works like no other product out there. However, this is not real bio oil. Next time I won't be so lazy and I'll just go to cvs! The box was open and the botle wasn't sealed. I have been using this for years, the real one. This one I bought on amazon is thin has a different scent and doesnt look anything like my other bottle.The plastic bottle is even thinner. Buy elsewhere."
1,"I don’t like this bc it has mineral oil in it - I thought it didn’t have mineral oil, which isn’t good for your skin or body."
1,Been buying this product for years. I see no visual effect. I have scar from circumcision from childhood. This product gave me no result.
1,This product is so full of chemicals and caused an allergic reaction.  Use with caution.
1,"Do NOT buy this product. I broke out into really itchy hives right after use. I’ve never had skin issues or allergic reactions to creams, but I got severe contact dermatitis that lasted weeks."
1,Save your money this product has no good ingredients in it. Don’t believe the hype that kim k used it la la la.... it’s awful and unsafe
1,I bought this oil because of the great reviews I saw but when I started applying it my skin got scaly dry patches and when I read more of the reviews some of the comments were suggesting it is fake so I bought another bio oil from ulta and I tested both the one I got from Amazon was oily and my skin didn't absorb it but when I applied the one that I bought from ulta my skin absorbed it and it wasn't sitting on top of my skin. I discarded the oil I bought from Amazon and my skin is going back to normal. I never had a dry scaly skin before applying the oil I got from this seller.i also was disappointed that it doesn't have a safty seal .
1,"This product has red dye, so it is not good for people with sensitive skin or rosacea."
1,This stuff stinks. It’s a strong soap smell. Or a strong smelling lotion. I hate it. If it was unscented I would like it but the odor ruins it. I might just use it on my feet.
1,"I’m concerned that product did not have any safety seal. It was open. After reading all the reviews saying this is not the real bio-oil but a copycat, I am concerned and don’t know if I should use it."
1,Don’t like it an it doesn’t clear up stretch marks
1,My face broke out into so many tiny bumps. It was awful.
1,"My wife wanted bio oil for her pregnant belly and I was reluctant about this product but I got it anyways for her. Well, it was fine the first time she tried it but then she got a rash on her belly and she only stopped itching after she washed it off. This is definitely not for sensitive skin, and because of the chemicals, (this is not a natural product) I would not recommend this for pregnant women."
1,"The product can not be the original, the Smell is terrible. Smells like straight...S%#T"
1,It broke me out
1,I have been using this product twice a day as instructed for a week now and I have a rash developing. Anyone else experience this??
1,"Not sure if this product is the real one, I think it is fake. Strong oily smell and it gave me  rash."
1,This was not the original quality! It caused my 34 week pregnant wife to break out in rashes all over her body and go to the ER. We’ve used this product plenty of times before but bought it from Target and had zero issues. Don’t buy personal care products that have been sitting in Amazon warehouses for who knows how long and in what type of conditions.
1,I could see that the box had been damaged from exposure to a fluid previously.  There was no seal on the bottle. I returned it because I wasn’t sure it had been previously used and that it was not authentic.
1,I’ve never bought this product before but it might be fake. The box was opened and the product had no seal whatsoever.
1,"The smell of this alone irritated my skin. None of what was promised happened, the fragrance made my skin itchy, it takes too long to sink in and never fully does and it didn’t fade my scars. I could only stand to use it a few times, I can’t believe something this strongly scented is marketed to people with sensitive skin."
1,"I heard a lot of good things about the product for acne scars. I used it one night and woke up with hives all over my face. I used to have sensitive skin when I was younger and would get hives often but I haven’t in years. But this product, from using it for one time, has given me residual painful hives all over my face for like two weeks now and I have done EVERYTHING to get rid of my hives and irritation. I have avoided using other products on my face, I use Aquaphor to reduce the dryness, I've replaced my pillow cases and washed my masks numerous times and I still can't get rid of the hives and irritation.  If you have even slightly sensitive skin I would say do not get this."
1,One of the ingredients is not pregnancy safe! I've been using it during the 1 and 2 trimesters and found out the truth! I plan to change immediately. Please check the ingredients before buying and I think the ads are misleading! This should not be branded as a pregnancy-safe product!!
1,"I read a review that said this is not the same bio-oil that she had previously purchased. I thought I would give it a try. She is absolutely right! This does not have the  nice fragrance of Bio-oil. The oil is more thin and more oily, and the coloris a little darker than my current bio-oil.  It i s not at all the quality that I have learned to expect."
1,Received a week after order date and no apologizes at all. Got scar where I used it
1,"If you have sensitive skin, please do not use . It broke me out so bad . I have smalls bumps on my face & it itches."
1,I’ve been using it consistently like it states but I haven’t seen much of a difference. :(
1,I was disappointed at this. I thought it was for the facial wrinkles....but it's very oily. not as I expected.
1,I didn't even want to give them a star at all. this product is fake. I have the real bio oil and its much lighter in color. this fake one is a dark peach color. what made me really realize it wasn't real is when it made my face itch. my face never itched from using bio oil.
1,Product came busted. More than half of it leaked out
1,"I definitely should have read the product reviews first! First off, the smell of this is horrible. It has a very strong medicine type smell. After using this product for 4 days I developed a red bumpy itchy rash on my stomach where I was using it. It’s been a week and a half since I stopped using it and the rash has finally went away but still itches pretty bad. I’ve read reviews of others who have used bio oil before and they’ve said that this one is a fake. I believe it! I don’t recommend this product at all!"
1,This product was literally awful!I used it once and had hives/swellings all over my skin for 4 days!Would not recommend.
1,"I don't have sensitive skin, nor have I had any issues with oils, ointments or lotions in the past. I am putting this oil on my stomach and sides for stretch marks twice a day as the directions say and it is causing a terrible itchy rash over the entire surface the oil is spread.Very sad about it... was looking forward to this helping my pregnancy stretchmarks."
1,"I have used Bio Oil as a face moisturizer for many years and this purchase is total disappointment!  something has changed drastically.  I read a few reviews stating that the product was not the same but trusted my past experience.  Unfortunately, it has changed.  in the past, BioOil always left my skin bright and full of moisture.Im not sure what has changed but when i use it my skin looks dry and ashy and feels dry to the touch.  I am sad to say i need to find a different oil and I'm returning this one.  SO SO Disappointed"
1,It smelled alright and absorbed ok but after two uses I broke out in hives and my skin itched like crazy. I was clearly allergic so stay away if you have sensitive skin.
1,This oil made me break out so bad
1,I purchased this product as I am in my second trimester. I have sensitive skin and used this product twice and each time I broke out in a rash covering my whole lower stomach.
1,"Like other reviewers mentioned, not sure if this is a fake or not. I've used it continuously every day for three months on two small scars. The scars are about six months old. I used generous amounts on each scar, let it dry before putting on clothes. There has been no improvement, no lightening, nothing. The smell is nice, but honestly this was a waste of money as there's no changes. Congrats to everyone that did see improvement, but this was useless for me."
1,This has to be a fake. I’ve tried it for 2 months with absolutely no results.
1,A waste of money!!
1,"I broke out like crazy, the next day."
1,"I do have eczema and very sensitive skin, so I tried using this and it worsened my skin. It made my skin drier, left an over oily film over my skin, and the product itself was a lot smaller than I expected it to be. Not worth the money!"
1,"I dont think this is sanitary, it looks like I got someone's return purchase. Completely unsanityary, unacceptable, especially in the times we're living in. I don't feel safe returning it in case someone else gets the order. This needs to be corrected."
1,"I am so upset that I used a 1/2 bottle of this without researching it more first. This product is full of toxic ingredients such as coumarin - shown yo cause liver damage and retinyl palmitate. Here is a direct quote from the EWG on retinyl palmitate:Too much preformed vitamin A, including retinol, retinyl palmitate, retinyl acetate and retinyl linoleate, can cause a variety of health problems, including liver damage, brittle nails, hair loss, and osteoporosis and hip fractures in older adults. Excessive vitamin A can also cause serious skeletal birth defects in a developing fetus. For that reason, Norwegian health authorities have cautioned women who are pregnant or breastfeeding to avoid cosmetic products with vitamin A (Norwegian SCFS 2012b).Please protect your baby and use something else!"
1,Dislike because no improvement my skin
1,Bought this to use in my second trimester. Within two days I broke out in a horrible rash. Not recommended.
1,This irritates my skin makes me feel dirty. I dont see results with it either
1,"it is oily,  does not absorb into the skin, tried it for 3+month twice a day, my son's scar is not fading or anything.  Only good thing is this does not cause any allergy or make the scar worse.  I am not happy with it since I spend so much time try to chase my son to put it on everyday!  Very Disappointed!!!  Really wish it worked..."
1,"FAKE PRODUCT!!!! WARNING!!! This is not the original Bio-Oil, do not buy!!!! The thickness and color are not the same as the real Bio-Oil"
1,I used this for a few days until I found out it was a fake. Not impressed. I e heard it’s not good for your skin anyways. Sad when I found out I got douped.
1,Disappointed as I bought this twice and I used up the first when I realize this isn’t the real thing as it didn’t do anything - Now I missed the window to return it the second one I mean
1,I received an empty package; the bio oil was not in it!
1,I am always weary of purchasing beauty/health products from Amazon. This product did not come with an inner seal under the cap. That's a major red flag.
1,A waste of my money. Don’t see any use for it.
1,Oh man idk if its cus im pregnant but this smells HORRIBLE! I cannot stand the smell. I honestly regret buying this product!!!
1,There is no seal on the bottle.
1,"I should have read more reviews. As previous reviewers mentioned, this is a fake product. It smells like gasoline and broke me out on my stomach every time I would try to use it."
1,"Fake product mostly just water or extremely diluted, no oily feeling as compared to the same product I purchased from store. Shame on the seller and manufacturer"
1,Noticed no improvement
1,I don’t like it
1,It’s fake not the real bio oil. Wasted my money I’m so upset 😩😩😩
1,This is not the real Bio Oil. Off to Target I go for the genuine article. So frustrating - wish I'd read the reviews first!
1,Horrible smell and feels horrible on the skin.
1,it’s so tiny and it stings your face would not recommend
1,Nothing but low quality products that sit on top of your skin to trick you into thinking its making your skin softer when It isn’t. The Purcellin oil is trademarked by the company which should be a red flag... the ingredients are mostly chemicals that change the texture and “oiliness” of the product but are not chemicals that benefit the skin in any way. I’ve used It for months and saw zero results... if anything it just clogged my pores because the main ingredient (mineral oil) is paraffin!! My skin is softer after using my usual moisturizer and throwing this product away. Always do your research!
1,Arrived w a ripped box and no seals whatsoever on the product. Don’t know if its been used or tempered with. Very disappointed.
1,"The list of ingredients in the description features all the botanicals and naturally derived oils, however when the actual product arrived the first ingredient was Mineral Oil. NOT something I put on my skin. False advertising, I’ll be returning immediately."
1,I've been using for a while now on my stretch Mark's postpartum and the oil isnt seeming to help at all.
1,"This ish don't work, save your money and skin please"
1,"I have been a Bio Oil for many years so I am very familiar with this product.  What I received in no way is the real product.  The scent and texture were nothing like the real product.  Plus, the product did not have a anti-tampering seal on the bottle.  Clearly, the fake product I received had been used. Returned for a refund."
1,Fake products...😡
1,"I am not a particular sensitive skin, but this oil made the C section scar area itchy. I want to use it for the scar, but it kept making it itchy, can't use it for that area."
1,"Not a good fit for my skin, caused more breakouts and discomfort"
1,I  did not receive the product :(
1,I've  tried at least 6 patches on acne with no evidence of reduction in size or eliminating the pimple.
1,Doesn’t work! Don’t waste your money.
1,My son has acne and wanted to try this product.  Unfortunately they do not work at ALL.  Not even a little.  Don't waste your money!
1,"They stick on fine and are easy to remove , I didn’t have any irritation problems but they didn’t reduce the size of my pimple or make the puss come out! I still had to pop the bumps on my own so it defeated the purpose of me buying them. I wouldn’t recommend…"
1,"I don’t recommend it, i bought this for my mom acne and was a waste of money"
1,"This product is not as good as other pimple patch brands, cheap material, does not help with pimples."
1,I don’t break out too much but when I do I want something that will actually get rid of a pimple this was a waste of money for me. Didn’t even reduce the size of pimple.
1,"These don’t work at all :( sadly I have given it multiple chances and it hasn’t helped one bit. Large or small blemish, dry or oily skin - hasn’t made a difference"
1,I tried and it doesn't work for my skin. It just didn't do what it's suppose to on any pimple. The pimples stayed the same and had no difference between a few days of trying the patches.
1,Doesnt work at all. Waste of money
1,horrible. does not even compare to mighty patch or other companies. not effectful at all. waste of money.
1,Didn’t work well.
1,"Unfortunately, I was very disappointed that these little patches did not help me.  Maybe they don't work on white heads and only on pimples.  Anyway, I won't be buying these again."
1,I purchased these for my daughter. She didn’t like them. They didn’t work for her.
1,"This really didn't do anything at all. I tried on several types of blemishes(black head, normal pimple, deep painful pimple, ready to burst white head) and it didn't pull any of it out. A bit disappointing"
1,These work great but I was missing half of the patches. Only came with one sheet.
1,This doesnt do anything at all. If you have peachfuzz itll hurt when you peel em off. The mario badesu pink liquid works wayyyy better.
1,Waste of money
1,They didn't work for me. I used them for days. I'd replace it 2x a day. No improvement and madd swelling worse.
1,Arrived melted and they were all stuck together. I recommended this product previously  but very dissatisfied with the product now
1,Did nothing. Didn’t even stick. These were a complete waste of money.
1,There only one size dot. It was supposed to be a variety pack. I ordered these for the large size. So I’ll be returning.
1,Glad these were not expensive. They stayed on just fine but I had no change on reducing my pimples. Tried the same spot a few times too and nothing.
1,I had high hopes for these but was instantly disappointed. They do nothing. Using this is no more effective than putting scotch tape on your face.
1,These did nothing at all for me. I'd put them on multiple spots for 10+ hours sometimes. When I took them off it didn't pull anything out and I'd just have a little spot with adhesive residue left behind on it. I almost want my money back for these things. 🤦‍♀️ I had so much hope and high expectations just for a waste of money. 😩 Really wanted them to work.
1,The product didn’t seem to really do anything. I tried using a patch over the same pimple for 3 nights in a row without any noticeable improvement.
1,I don’t know I’m not convinced these are the real thing. I’ve gotten ones I know 100% to be the brand before and they work AMAZINGLY. The ones I bought from Amazon don’t do anything. They stick less well to your skin too. I remember the texture of the actual patch being different as well. I’ll be buying directly from the brand website from now on.
1,"I wanted to use this product to help with the painful zits i sometimes get in my face.These did absolutely nothing to the zit.I had the patch on for 4 hrs,tried and then 10.Nothing.The only thing i got was a circle imprint on my face once i removed it.I don’t recommend this if you are wanting to start the healing process of a zit"
1,Adheres well. Difficult to remove. Did nothing for the acne.
1,"Unsure if I just got a bad pack since everyone raves about these, but I used them 3 times overnight on white heads and they did absolutely nothing. Nothing was on the sticker when I pulled them off. And I’ve used other zit stickers before so I know how to use them properly! Very sad because I thought these were gonna be a great product"
1,I have used other brands and thought I would try these. Nothing like the past brand I had from target. Will not purchase these again as they didn't draw anything put and hurt to take off.
1,I’m not all that impressed it don’t do anything from what I noticed pimple was the same as it was when it was applied. Patch was worn for the recommended 6+ hours
1,I don't bfeel like it really did anything. I wore it on several places. Pimples in different stages from red and just appearing to already popped. The only pad to turn white were already popped and even those didn't seem to change from when I put the pads on.
1,This product did not do what it was suppose to. It pulled nothing from white heads and were hard to get off once you put on
1,"I bought this product to see if it’d work on my acne. I tried it on cystic acne, as well as a standard pimple, and it did absolutely nothing. It did adhere well, but the end results(even after 12 hrs) were no different whatsoever from before the patch was applied. I’d even given some to my sister for her to try, and she had the same results."
1,"Complete garbage. I tried all 3 sizes on 5 different spots, all at different stages of development. I took a hot shower as recommended by some reviewers, dried my skin, and then applied. I waited the 8 hours and removed 4. No change whatsoever. I left the fifth one in for several more hours just out of curiosity, and no change there either. These reviews must be scams or else i got a defective product."
1,Made my acne so much worse in the long term. Would not recommend.
1,Mouse has a delayed reaction. I thought it was the mouse pad but it’s just the quality of the mouse.
1,Very cheap. Broke within one month!!!
1,Very cheap but you get what you pay for
1,Frequently lost the pointer on the screen.  Purchased a Logitech at Walmart and threw the Seenda in the trash
1,Mouse worked for two days and stopped working.
1,it literally moves on its own. Like im not touching the mouse and its moving on the screen. Also does that when I am using the mouse which is so frustrating. I just bought it last week. Terrible quality.
1,Going to return due to issues with poor connection.
1,"Total waste of money, what a bummer"
1,"I purchased this mouse in October 2020 because of the glowing reviews, and it stopped working for good today. Loved the green color, but the mouse just wasn’t made to last. The Logitech mouse I had prior lasted for more than three years. The quality of this Seenda mouse just isn’t great."
1,Worked 4 days then quit altogether. Defective.
1,"This mouse is very cheap. It is so lightweight it makes it difficult to navigate around the screen, it is also not very responsive."
1,"I've never ordered a mouse and have it not work before, but this one is just really bad for some reason.  I tried changing the battery to a brand new one, changing the mouse settings in windows, but nothing seems to work in stopping it from lagging on the screen or moving erratically when I move the pointer across the screen.  I returned it immediately."
1,Cute little pink mouse with no on off button. Batteries died within hours. Used it for 3 weeks and then the whole thing stopped working. Save your money.
1,"It hasn't even been two weeks since my child started school and the battery cover will not stay on when sliding the mouse around, does not work and there's no way to turn it off/on to conserve the battery. Very disappointed with this purchase."
1,Very disappointed that this mouse stopped working after three weeks and can no longer be returned! I would rather have a refund and have not wasted my money on a cheap product that doesn't work.
1,"Would work for about 30 seconds, then die. Maybe a minute later, it would work again for a few seconds. Basically worthless."
1,Purchased for my daughter in June for her birthday and she didn't go to use it until this past weekend as that when she got her school laptop.  Mouse is dead out of the box. I have tried multiple batteries and it will work for 2 seconds when I plug it in and then stops working.  Super bummed as she loved the color and that it was quiet mouse but will be going to buy something else. Annoyed that we discovered this past the return window.  Save yourself the trouble and do not buy!!
1,"Opened the box, put a new battery in, light flashed, then nothing. Plugged USB into computer, nothing. Changed to a different new battery. Nothing. Tried a different USB port. Tried a different computer with the battery from a working mouse. Nothing. Only one computer (out of 3 tried) recognized the USB dongle with the ""setting up your device"" message. Returning for a refund. Really, just a waste of time and money. I got a Jelly Comb mouse for the same price a couple of years ago on Amazon and it never quit. I should have just stayed with that when I needed a new one."
1,Stoped working after a few months. Quiet and cute but useless.
1,"I received a hollow mouse, my daughter put a battery in and nothing happened!! it was a fraud.. I requested a refund and sent it back on July 24, I received a partial refund for $5.99 on August 11??? what gives, this is highway robbery for an item that was defective when I received it! would give no stars but the system makes you pick at least one!"
1,It only lasted a few weeks before it stopped working.
1,I’ve already threw the mouse out but the scroll got progressively worse. Good for about a month.
1,Mouse was broken from left side clicker
1,"This is cheap, and you get what you paid for... or maybe you paid too much.There's no on/off switch.The USB connection is tight, almost difficult, almost NOT.And the slider feet on the bottom stick to the surface you're gliding over."
1,Stopped working within a few weeks. Replaced the batteries with no luck. I wouldn’t buy again.
1,The laser stopped working after only a month. I guess you get what you pay for.
1,It simply stop working!
1,Stopped working after 3 days.
1,This product will just randomly stop working while you are using it. Never again will I buy this product.
1,"This thing is a piece of junk. I can’t hardly do anything on the computer. It glitches out often and pretty much has a mind of it’s own. Don’t buy it if you game, because you will end up rage breaking it."
1,This mouse was horrible.  Would intermittently stop working with no discernable reason.  Made them completely unusable.  Spend the money on a better product.
1,This mouse is not of great quality. The buttons are loose and spoil easily. You have to keep shaking the mouse for the battery to get detected.
1,"Worked for a week maybe.  I have to slam it on the desk before it starts to move and at this point it sometimes moves, sometimes doesn't, sometimes moves on it's own as if someone has control of my computer.  It's very frustrating.  You get what you pay for, I guess."
1,return options for something that does not work is crazy.  i cannot get out to return  so now i am stuck wirh an unworkable item plus my money  i buy a lot from amazon and defective items were always picked up by ups  if this continues i will not be doing much business here if this is your new policy
1,Buy at your own risk! Ours is 10 days outside of the Return window and it is no longer functioning properly. 🤦‍♀️
1,Did not work well at all. It kept tweaking. Returned it!
1,"using the mouse, the cursor doesn't track but rather jumps all over the page or doesn't work at all.  I've used Logitech before - had three and each one worked for about three years.  I am ordering another one today.  This one is useless."
1,"Bought in April.  Within 3 months, the cursor could not be controlled - like it has a mind of its own.  Going back to Logictech even though I don’t care for the clicking.  At least Logictech lasts years and not months - like this seenda and also Wisfox."
1,"This mouse worked for about a month, and no longer worked, even with changing battery. The mouse from a different computer worked OK, but this one will need to be returned."
