reviewStar,reviewText,inconsistentStatus
3,Flash drive is not read when connected using usb c. It works when I use a usb c adapter with usb.,0
3,very small size and high storage but there is not click to lock in the usb slider so when inserting into a computer the usb a or c port will often retract back into the drive instead of going into the female end,0
3,Does not work if u have a case on your phone.,0
3,Needs a key ring.,0
3,Made for windows only,0
3,I have to take the case off my phone to use it.  It should have a smaller profile so it works with a case on the phone. Also it gets hot.  Why?,0
3,this USB gets hot after transfer 3-4 video files,0
3,It gets really hot when in use.,0
3,Its little flimsy. Actually mobiles that have usb c comes with an adapter themselves and kinda make this product redundant.,0
3,The only downfall to this is the hole to clip to is right in the center so it is not streamline as it hangs on my keychain.,0
3,5GB write 60MB/s with 3.1 Type-C.Type-A? ∱∪ↅϏ..,0
3,feels cheap and overheats all the time,0
3,write speed is 20mb/s maximum,0
3,The second one I purchased is marked 64GB but it is only 32 GB. It is marked 64 GB.,0
3,"Little expensive compared to other metal/rugged ones in Cost/GB. Bought regardless because it had Type-C connector. Its a average flash drive, as connectors look and feel little flimsy as if it would fall apart soon.",0
3,"most of the time. Frequently has issues with the standard USB side, but none on he USB-C side, which I use more frequently.",0
3,"I like this flash with the added USB-C port.  It is perfect for moving data between the kids' Macs and other PCs.  Unfortunately the material/workmanship is cheap.  The slider used to extend the connector fails regularly.  Once snapped into place, it will fail and the exposed connector will collapse when inserting into the receiving USB port.  So you must hold the the slider while inserting--a minor annoyance.  The entire flash drive feels a little cheap--not bad but not what I was expecting from SanDisk.  Otherwise, the drive functions well is is a fair deal.",0
3,Decent product does wat it is intended to do,0
3,Feels cheap,0
3,Considerably slower than the 32gb version I already owned.  Not sure if it is due to increased capacity or not.,0
3,A 3 star because it has a very small & impossible  space to attach to your key ring,0
3,Decent for the price,0
3,The drive works as a transfer between my laptop and phone. My big issue is I need to remove the phone case to insert the drive into the phone.,0
3,"It is made really flimsy, and it does not stay in when it is placed in USB port.  Not what I expected from San Disk.",0
3,the switch know is not that smooth,0
3,Not much speed W\R,0
3,This device is heating very fast,0
3,Gets Heated,0
3,Storage capacity is less than whats written on it.It gets heatedup while transferring files,0
3,Very slow....I didn't expected this one...While copying 1gb file it's taking a lot of time in mobile.....,0
3,Gets really hot when in use. Starts a transfer quickly but gets slower and slower throughout,0
3,Practico,0
3,Transfer speed is veey lowwwww😣😣,0
3,Data tranfer speed is very slow takes more than  half an hour for 15 gb tranfer...,0
3,Heats up very early,0
3,Speed not as expected,0
3,"Device consistently disconnects from the Xbox, kicking me out of games downloaded to it.",0
3,Xbox doesn't always recognize it upon start up I have to unplug it and plug it back i,0
3,Was almost 2TB,0
3,Speeds are very slow,0
3,Literally only 1tb,0
3,"Good size, decent price, horrible speeds. Xbox one, Xbox One s, and Xbox One X, All tried with this HDD. All continuously disconnect randomly. And yes, I've tried changing start-up and power options, to no avail.",0
3,I recieved the seagate harddrive thinking that I would get 4 Terabytes but only to get 3.6 terabytes. Not what I paid for.,0
3,Was 1.81tb  Capacity.,0
3,Works as ordered.,0
3,I need to manually reconnect usb each time I turn on Xbox. It works but not without issues.,0
3,When plugged in has 1.8T instead of 2T that I was looking for,0
3,I could not connect to my Mac. But connects to my xbox,0
3,Na,0
3,"It works, wasn't 1TB though. Was really about 700Gb-ish",0
3,Don't buy for a PlayStation 4 system. It's too old of a model. I need a 3.0 and this is not up to date.,0
3,I always have to unplug it and plug it back in for me to access my games,0
3,"When i ""backed"" up my pc and laptop all that is on the portable hard drive, are empty file folders. Granted, the names on the folders match both the pc and laptop",0
3,"The side of the included USB cable that connects to the drive itself is incredibly wobbly, and if moved even slightly has a tendency to become unplugged and interrupt backups. It also writes quite slowly. It works well as a backup drive, but it's too slow to use as a functional external drive, and the inconsistent connection makes it impossible to use while on the go.",0
3,Only got 1tb and I paid the 2tb.,0
3,Needs a passcode. Regards Jim,0
3,It’s very slow but it came brand new.,0
3,"Arrived on may 15, 2020. worked well until 2 weeks later the drive stop lighting up. won't buy again. tried everything.",0
3,"I formatted it exFAT so I can use on pc and mac, though I use a macbook pro 2017 mostly. And this drive has been a nightmare. If the cord so much as gets bumped (which is often the case), it will come unplugged. You get the little pop up message saying it ejected without doing it officially. Normally, I just plug something back in. But no, not this dude. It's grayed out in DISK UTILITY. I can't mount or unmount it. It won't ""eject"" through THAT menu. Iiterally have to restart my computer over a dozen times...and try various things such as ... plugging it in first, then restarting. Then trying to wait to plug in until it's restarted. I do a handful of things, different each time, and when i'm about to chuck it, it will suddenly work. I'm so over it. I need to get a new drive now so I can copy everything off of this one (if it ever loads again)...as I'm on restart 14 this time.... the 5th time it's happened in the past month because my cat jumped up to lie down on the warm laptop. I'm over it. The last SeaGate drive I owned just stopped working--i tried everything. And then when I invested another $400 in a diff drive and spent a fortune trying to get all my files downloaded from my off-site server (BackBlaze, which is another cluster F of epic proportions)...after a month of tedious, time-consuming stuff, suddenly, it started working again. WHAT THE??? So back to toshiba or Western Digital I go.",0
3,"So I got it, I download my old game to it, I try to play it, and my system said it's no more space I have to delete something.  But it's on the portable drive though?",0
3,its only 1.8 tb not 2 tb,0
3,Transfer speed is slower than a HDD I bought 5 years ago. My old HDD was a complete dinosaur....,0
3,I just recently purchased the 2TB one for my PS4 1TB. I received it within 2 days of my purchase and quickly connected it to my PS4 and followed the instructions. When it finally came out on my storage on PS4 it wasn’t 2TB. It shows only 918.4GB?????????,0
3,Very slow read and write speeds. USB 3.0 isn't even needed.,0
3,The package inside was already open.  I'm wondering if it's used.,0
3,For some reason Beyond drive I'm copying movies from is faster than the one I just bought and it's still a Seagate,0
3,Wont always stay connected/ seen by pc. I have to re connect usb sometimes for pc to see drive,0
3,Has 1.7 TB instead of the 2 TB seller claims to have.,0
3,"I bought this in december and when it arrived I read comments saying itll format when plugged in but it didnt for me it said ""cannot format this usb device as extended storage. "" I bought the 4tb one I had to do the exFAT to use the usb.",0
3,Making beeping sounds.. is that usual?,0
3,beeps and clicks a lot. it's SMR.avoid.,0
3,quality ad price,0
3,This item was open package and used.,0
3,It works but It isn't silent,0
3,Didn’t come with any cable’s,0
3,I am a big fan of Seagate and their various HDDs which are still the most practical and least expensive for large storage.  Unfortunately this drive seems slow and choppy in performance and didn't benchmark well over older WD Black or WD Blue drives - will keep it all the same for the price but not happy with the purchase.,0
3,I could not load it on my computer and returned it,0
3,"No cable, no instructions. Youtube install how to do videos.  But item is as described and stores data.",0
3,"Not that fast, and takes long time to wake up.. about 10 seconds. while my nas drive 2 seconds",0
3,DOES NOT COME WITH A SATA CABLE. Set my build back about a day due to this.,0
3,"I ordered 4 of these drives for 4 different systems. These drives are loud in terms of spindle noise, its almost like these are refurbished devices. I also noticed a power issue with them during restarts, the drives don't seem to want to restart properly and hang. I would expect this in a Video system or server environment however a desktop environment is completely different. I would not advise that this be used as a primary drive. These would be questionable as even back up drives.I had an issue where one of these drives was reported as completely failed after only the third time being used.I used this as a secondary drive in the system partnered with a primary SSD drive and still experienced diminished operation.Do yourself a favor and avoid the headache that I had and save up for an SSD.",0
3,slightly smaller storage than advertised but its under 20gbs which for the amount of space I use its not noticeable atm,0
3,"Didnt give me all 3 tb, only gave me 2",0
3,No installation information.. not even the usual screws that come with a new hardrive.. no mounting bracket.. glad I know how to install components.. next time will purchase local or from Newegg so it comes in original packaging with hardware.,0
3,I ordered it assuming it had a cable but silly me never assume,0
3,Just use it for Backup.,0
3,Bios recognizes it but software won't Sent back first one to try again.,0
3,so so,0
3,The corners of the case cracked for some reason after trying to put them on my computer...hope they did not scratch my computer.,0
3,keyboard thing keeps slipping off and case started to break after a couple of months,0
3,Does not show Apple logo,0
3,A few days of use and had a lot of scratches..bad material,0
3,The cover is fine and all but the rest of the products are trash except the little bag. The keyboard cover isn't perfect since you can't even see the lights for the letters and its doesn't align with them. The screen protector was hard to put on since one of the tags to remove the plastic didn't even work and it was very easy to get bubbles in. Would just the cover tbh.,0
3,"The case is okay, but my main issue is that the keyboard cover doesn’t line up. I got the correct one, but the letters don’t match up with the backlit ones on the cover. I have double vision trying to type. The symbols on the cover also dont match the ones on the keyboard. I had to buy another one :/",0
3,"Is very flimsy, you get what you paid for.",0
3,when i got this case the bottom piece was very easy to put on but the top piece was more difficult. i’m not sure what was wrong but i think a piece was broken off and that’s why it wasn’t attaching to the top of my computer. overall i think it’s worth it but you can definitely find better cases,0
3,The keypad cover images do not match the actual keyboard images,0
3,shows fingerprints,0
3,mine cracked after a few weeks,0
3,Unfortunately doesn’t fit the laptop. It does look cool and the other versions of it worked well.,0
3,"Overall the keyboard and top cover fits like a glove. It is very durable, however the base section just did not work with the top cover. It restricted the Screen from opening beyond 90 degrees. The issue is both the upper cover and lower (left hand corner), cover touches and creates resistance in opening. This could eventually cause structural damage to the computer screen. Unfortunately I had to return the product. Good cover, but conflict in the back must be resolved.",0
3,It cracked,0
3,The top cover catches all of the fingerprints and is hard to wipe off so now I have fingerprint stains all over the top so it doesn’t look clean.,0
3,not what I expected,0
3,screen protector broken but the rest was fine,0
3,"This was a replacement because there was a scratch on the cover on the original order. Unfortunately, the replacement one also had visible marks on the cover. Have to return and try another brand or type of cover.",0
3,"Used it for a while. Easy to snap in the cover and also like the color. But it shows the fingerprints everywhere on the cover, which I don’t like.",0
3,This is called Serenity Blue but it is purple.,0
3,3 tiny little fans barely move air past the surface...I expected that kind of performance from a $10 pad with fewer reviews than this one...,0
3,Little bulky and needs some type of gripping material otherwise laptop slides off.,0
3,"So today marks 6 months exactly since I got this product, and during that time I have used it almost every day. It works great for the most part, but the USB connectors have now broken twice. I was able to repair it the first time, but the second time one of the components straight up broke. So yeah, that's what happens after 6 months of use I guess...",0
3,"After 6 months, the noise started and it’s loud.",0
3,not really work to my laptop,0
3,It's very light but I can barely feel the air blowing,0
3,"It's really quiet, but doesn't do a great job at actually keeping my laptop cool (i7 CPU, nvidia1050 graphics card) with heavy use. The backlight is bright enough to see your keyboard well.Also, the pad itself needs one of its USB ports to connect to the laptop, so you only get one extra. And the included USB port doesn't work too well with devices with a high bitrate, like storage drives, monitors, or sound drivers—I ended up just connecting the pad itself to a new usb hub and not using its extra port.Ok for casual use, not great for gaming.",0
3,the smell makes me feel headache,0
3,After a month and a half one of the fans started getting slow and making too much noise.,0
3,"This product has a nice design, but it is noisy due to the fan motors' obsolete technology. Those fans use single-phase brushless DC motors, and they have rough commutation processes. So the fans make ticking noises as they turn due to the commutations the motors make. This product should use three-phase brushless motors for the fans, which run smoother and generate a lot less noise during commutation processes.",0
3,One of the fans didn't work when I plugged it in but it is still doing the job for now,0
3,Estandar.,0
3,The heat dissipation is minimal,0
3,"So everyone is aware; one of the pics has ""On/Off switchable LED light""; which is why i bought this; the on off button is for the light AND the fans...i really wanted to run the fans without the lights.",0
3,"My laptop would not stay in place on the surface, it kept sliding down.  You have to have the feet extended to lift it up for air circulation but the slant then causes the laptop to keep sliding.  I had to buy some ""sticky"" buttons and put them on the cooling pad to keep the computer in place.",0
3,Laptop overheats as though it's not there,0
3,"Have had this for a little over a year now, since then two of the fans have gone out.. expected it to last longer than that...",0
3,"It's big for a 2020 MacBook pro 13, you'll feel the MacBook sliding and moving inside the case.",0
3,"I order a 14"" and It's 4 finger bigger than my computer:/",0
3,"Bought 13.3"" . It is way too big for late 2020 m1 macbook air.",0
3,"The quality seems ok, but the color wine red doesn't correspond to the photo.",0
3,Color was not as pictured it’s more of a light and soft red,0
3,It’s more pink than red in color. Not what I imagined the color being.,0
3,I returned this one and kept the one I ordered with a handle.  The material is a bit thin also on this one.,0
3,Color i picked was way off what i got.,0
3,"Material was not what I expected, feels a little cheap but overall does the job. Water resistant, soft insides, and enough room for my iPad Air and keyboard plus some accessories in the front pouch.",0
3,“Wine red “ isnt red its a pink raspberry colour,0
3,It is big in size for 13 inch MacBook Pro,0
3,Came so dented and with a stain on it,0
3,I purchased this in wine- it come in and it is pink almost fuchsia colored.,0
3,way too big,0
3,Its much larger than my brand new mac book pro.,0
3,Muy grande para la Mac Air 2019Too big for a Mac Air 2019,0
3,"It didn’t last for too long, the zipper tore down",0
3,Not as sturdy,0
3,"I bought the 13-inch case for my 13-inch MacBook and it was way too big. There’s so much more room then I was wanting, at least a couple inches, if not more. My computer slides around in the case, even with my ipad in the case along with it.",0
3,Bigger than expected,0
3,"Wine red color isn’t accurate, it’s pink",0
3,The WiFi signal doesn’t reach very far at all.  A lot less than advertised,0
3,Extended Wifi  signalNo feedback from personSo unable to rate,0
3,Didn't reach as far as I wanted.,0
3,I still have it but don’t see a difference in the area I placed it for my WiFi,0
3,Did not magnify my Wi-Fi signal that much; can't really tell the difference before I got this extender.,0
3,"Works ok, signal goes in and out,  it all depends where you put it",0
3,See rating,0
3,I can't tell if helped with the speed,0
3,Does not live up to its advertisement,0
3,It would not work with my camera,0
3,Don't think it helped at all... maybe a tad,0
3,It’s works when it wants to.,0
3,"I bought two of these and placed them around a two story house using the Tether App to locate the best positions. Using the OneMesh service with an Archer A7 router, there is now full signal nearly everywhere in the house.However, this comes at the cost of half bandwidth. 200mbps down from the main router, but if a device connects to the extender, it cuts the speed in half to about 70-120mbps. Tested using speedofme and speedtest by ookla. I feel this should be something stated clearly. Mildly annoyed there aren't many reviews mentioning this and I had to go to reddit to find other people noticing this. For the relatively cheap price, I wasn't expecting a seamless extension of the network, but half speed?It's a choice between a stable connection with slower speeds or keep low signal at higher speeds.",0
3,Back and forward always.,0
3,You have to make an online account with the manufacturer to set it up.  What kind of garbage is that?,0
3,Spotty wifi,0
3,This does not work thru Stine walls.,0
3,Doesn’t work,0
3,"It's just ok, nothing to write home about. Maybe my router is too far or I'm expecting more from this wifi booster then I should, but it disconnects fairly often and it's main purpose is to provide wifi to one room with a smart TV which it intermittently fails to do. When it does work, it's a toss up between slow or nothing.",0
3,"Returned because I couldn't get it to work, it may have just been me.",0
3,Doesn’t work as expected.,0
3,It does not work for games on internet,0
3,WiFi Signal,0
3,i have Gigabyte internet but the extender only pushes out 100mbps speed.,0
3,Not sure it is working as well as expected right outside the bedrooms and my kids need to come out into the hall to get a connection,0
3,"Didn't do much, if anything.",0
3,"The extender works for the most part if you are one person using it. I live in a house with other college students and the extender provides really weak signal once there's 2 or more people needing to do online class or watching tv. The extender has a ""location helper"" and it says it's in an optimal location in respect to its distance from the router. The extender also simply stops working multiple times a day. I have to unplug it and plug it back in for it to start working again. I'm disappointed because of the high reviews and thousands of purchases and I've been let down.",0
3,Did not see much difference,0
3,I don’t think spectrum cable is compatible with this product.,0
3,"The signal is not that great.Every day I enter the area and look at the device plugged into the wall, all of the lights are off.  I have to unplug it and plug it back in.  It will reconnect to the router and will work for the remainder of the day.Strange behavior.  I think I will be buying something else today to replace the device.",0
3,"It's an wifi extender for cheap. it's ok, but my 5G channel that is 500 Mbps download on the main router only get 50 Mbps on the extender ... so it only ok.",0
3,Why do they need to get on your phone?,0
3,Did not do what I expected.,0
3,COULDNT GET IT TO WORK FOR ME.,0
3,Goes on and off constantly,0
3,It only helped my tv by about 30 percent more. So I still went many nights without wifi in my room.  Our home is about 1900 square ft and the modem is at the middle and the plug was in between.,0
3,couldn't get it to work.,0
3,Won’t connect at 1gb with xfinity XB7 gateway using 80 foot cat 5e cable. Cat 5e should work up to 100 meters (300+ feet).The 8 port version works ok.,0
3,"Hi bought this to use with a Voip phone at work that doesn't have a direct power cable to the phone, (i.e. it uses power from the internet connection to operate) and found that it didn't supply the power needed to operate the phone.",0
3,"inside the manufacturers box was a plastic bag with someone's used, old, dry chewing gum.so, now i don't know what was supposed to be in the plastic bag, if anything.other than that, the product seems to work as advertised.",0
3,All ports do not work,0
3,"Needed to replace it after 7 months. Just quit, went down and could even ping or access it.",0
3,I bought this thinking it would have wan port in back but it works for what its needed for,0
3,It has lots of features nut no SNMP.  Bummer.,0
3,Had to return no longer needed. Have this item already in use. It works extremely well.,0
3,Tecnically is a 4 port switch because you have to use one port to connect it to the router.,0
3,Does its job,0
3,Functions,0
3,Keeps having to reset.,0
3,Works as expected but seems to stall to slow speeds at times.  Spent a  little time analyzing the issue but found nothing to indicate why.  It was a bargain price and I would buy it again,0
3,This is European Branded power. Beware when buying.,0
3,Fast service and Works as described,0
3,"It works, couple of issues with the web interface and the fact that the unit wants to be on the same subnet as the router.",0
3,"I have internet issues sometimes, and I think the switch just needs to be power-cycled.  Other than that it is a standard switch and ""just works"".  Although I needed to configure it the first time I used it.",0
3,"Not sure whats going on with this device..  My games start messing up and having issues when I plugged both my computers and modem into it. I ended up taking my computer out and hooking directly up to the modem again.. Only use it when I need to copy data between computers as my computers are both in a room far away from the single run I have to the modem. it works fine for simple internet and transfers, but my games had all kinds of issues with it.",0
3,Beware! You can manage it only via Windows machine!,0
3,"The ports are on one side - the power goes in the other. Had I investigated further, I would have selected a different configuration.",0
3,It needs a manual,0
3,"The switch works fine, but it has a very high pitch whine / noise at about 9500 hertz that occurs especially loudly when under load.  I've had to find another place to put it that wasn't close to where I was working, because it was giving me a headache.  Others have confirmed the problem on some units in the Amazon review section as well.",0
3,"It will cause noise while data is traveling. Especially, more data more noise.",0
3,"So far, it's exactly as advertised.",0
3,Gave this away.  I thought it was something else.,0
3,Functions decently. Windows based GUI (Java) is the only way to manage the switch.  802.1q setup seems purposely over-complicated. Had to submit port settings multiple times until I see the traffic work properly on PVID interfacs.,0
3,Gut,0
3,普通,0
3,It is not a router.,0
3,What can I say. Plugged it in and it worked. Haven't tried the port monitor yet.,0
3,"​Hard to connect, in the end, did not used it.",0
3,Did what it was required for however I need to buy a larger unit so will be using the same seller again for an 8way unit,0
3,Version 1,0
3,This has 4 USB slots but you will probably pnly be able to use 2 or 3 at a time. The slots are too close to plug to flash drives next to each other. You can only use all four slots if you are using only the new tiny flash drives.,0
3,Works for everything else.,0
3,I bought this to eliminate the need for multiple cubes. It DOES NOT WORK with iphones.,0
3,It did not work in my car,0
3,"I used the product to charge headphones, AA battery and Apple Watch. I guess it knew that I didn’t need the fourth port because it was not working when I got it.",0
3,It dose what it was made for,0
3,I had to return it. It didn't work.,0
3,Works intermittently.,0
3,My mouse and keypad don't work when I first turn on my computer. I have to re-plug the extension in before they will come back on.,0
3,The LED lights are slightly too bright making it annoying,0
3,Very cheaply made but works.,0
3,Takes my devices FOREVERRR to charge when plugged into this splitter,0
3,My Son requested this.,0
3,Laptop wouldn’t recognize my microphone when connected through this,0
3,It’s a decent product not the best in the world but worth the money,0
3,Need more USB get more USB,0
3,"Needs updates, longer cord",0
3,It doesn’t feel sturdy,0
3,Won't work with our stuff,0
3,Did not work,0
3,Not a very long cord,0
3,We used it in the car for a road trip. We plugged it in in the back seat port and could not reach it from the front seat. When I used the front seat port it would not recognize the apps on my phone. All 4 ports would not charge at the same time.,0
3,"Beware, the ad doesn't say but this unit is directional.  It's 1 in 4 out ONLY.  It is not simply a bus. You cannot split 1 device to 2 or more computers.",0
3,We’re not charging my phone or any other equipment except my flashlight,0
3,I should have read more into the description/functionality of product didn't put out enough power to do what I needed it to do.,0
3,"looks nice,like quality material but I bought this after reading the reviews and thought it would work with my computer but it does not.I will be returning.",0
3,"3 out of 4 of the ports work, but the 4th one won't turn on.",0
3,Not reliable. One port works all the time the others work intermittently,0
3,works as advertized,0
3,Doesn’t work with iPhones,0
3,DOES NOT CHARGE. This won't charge your things. Its JUST a hub. So i can't say anything about. Except the cord is short.,0
3,"This is slow charger and doesn’t work on certain items, wish that would have been more clear in description. In addition, the buttons are easy to hit so you accidentally turn it off. Now I have to buy new product that actually charges so this was a waste",0
3,"It did not work with my apple products, I ordered 2 of them and tried many different cables to charge my Apple Watch and Phone but it did work for my non apple products.",0
3,Should have purchased 3.0 version,0
3,It's what you would expect from a cheap hub.,0
3,"I’ve used this for a long time now, this is a good concept but from time to time it stops being recognized by my computer causing me to restart maybe 1-2x per month.",0
3,Loose/inconsistent connections with the female ports.,0
3,bought  2 one fell apart,0
3,"I purchased a new comput that had just one 2UBS PORT.  I have a mouse plugged in and that's about all this decice will charge.. Cannot plug printer into it, cannot plug iPhone into it and other things. I sure didn't get my monies worth.I would NOT recommend to buy.",0
3,To small a picture,0
3,This system quits recording even while motion is detected,0
3,"I got this camera to see which one of my cats was peeing on my bed. The motion detection has caught my cat leaving the room but never them coming in- even thought the camera was pointed to cover the whole entrance. It did not catch any motion of the cat peeing on my bed, even though it was 100% included in the selected film range. Overall a decent camera. It’s always caught me and my family walking around, but if your intention is for pets I would chose a different camera.",0
3,Don't always work,0
3,Our internet is 5G only and this camera only works with a 2.4G.  I couldn't set it up because of our internet.  I am returning the camera.,0
3,Only works for motion and can only record 10 seconds,0
3,The camera is a little substandard versus The outdoor but the thing that gets me is the subscription rates when you add a second camera,0
3,Makes too much noise  purpose of cameras is to be unnoticeable,0
3,I just contacted Customer Service by chat. The sound does not work in the camera. I can hear sound on my phone but nothing comes out of the camera when I talk to it.,0
3,Cord not long enough.,0
3,The pictures upside down,0
3,Doesn’t hold connection,0
3,Camera kept disconnecting from module,0
3,Makes a static noise,0
3,Good quality when it works. Frequently stops recording at night and has to be woken by clicking live view. Customer service didn’t resolve issue.,0
3,Makes a loud clicking noise when in live mode,0
3,Doesn't work thru the windowAnd there is now a monthly fee,0
3,Goes off line frequently,0
3,"It does work and record, but if you need real-time notifications I'd look to something else. It does the recordings, but even after re-installing the app and reconnecting the camera several times I don't get the notifications.",0
3,It keep repeating the same video over an hour and make to much click noice.,0
3,As of now still unable to connect camera set up. Contacting Blink this week,0
3,It's OK. Doesn't always pick up motion.,0
3,These are not recording/alert if you don’t access the app !!,0
3,Does not wake up to catch early morning motion in the house,0
3,"Camera is good quality picture and easy set up. But the live view is extremely delayed. Also, you can’t watch live video for more than maybe 30 seconds without having to click out and back in.",0
3,If you use it in a room that is pitch black and someone turns on the lights it doesnt detect the motion. Total junk.,0
3,For the price it's a pretty decent product. Good picture quality sound is not so great. The major downfall of this product is the battery life. I used it for motorcycle commute. I was able to make it to work but on the commute home battery dies. They give you two batteries but you barely get one hour if that each battery charge. Sorry but I will be returning this product. If that's not a concern for you it's a decent product for the price. And cannot view recorded videos via app on my iPhone.,0
3,I used it in my car to capture the back roads and the battery life is a lot shorter than another action camera.  Used it once ride and returned it just because of battery life.,0
3,"Very very, complicated. It will take a while to figure out.",0
3,It will get you started but video quality and stability is ok.,0
3,This does not include a needed micro card.,0
3,Unfortunately wasn’t worth the buy.. my dad said the quality was good.. but never connected  to any device,0
3,Looks good.Need to try it.,0
3,The camera quality isn’t what I expected. Looks a little grainy. I have not yet tried it under water,0
3,"Bought for my grandson for Easter. Worked at first then would not let him power on. Very disappointing..called and they are sending a replacement , however it is taking a long time to get. So when we do get it im keeping my fingers crossed it works this time!",0
3,normally,0
3,"Very light, feels cheaply made",0
3,"I took the camera out for the first time yesterday and the latch on the waterproof case broke.  Upon inspection, it looks like the design is very flimsy.  You also need to buy an SD card reader if you want to be able to transfer images off the camera - it estimates that it will take 60-minutes to transfer photos from the camera to my iPhone via wifi and the camera isn't recognized by my computer when I try to connect it via USB.",0
3,"Haven't used the product yet, bought it to use on kayak. So far just learning about it by looking on internet.",0
3,Takes a decent picture. Will record about 1hr video in 1080p on battery.,0
3,Three stars,0
3,The battery only last 20 minutes,0
3,"Video is decent. Audio is terrible, even with no case on it. Battery life is sub par, but it does come with 2 batteries. Basically, if you use it for video only and don't need the audio, it will be fine. If you want audio that can heard, don't buy it. I have to turn the audio all the way to max and can still barely hear what was recorded.",0
3,"The camera did its job, but I needed more",0
3,Haven't been able to get it to work yet.,0
3,Works as it should.,0
3,"I bought two of them. One of them works, but second one did not work.",0
3,So much for this brand name.,0
3,I expected the card to last more than 2 monthsGot corrupted and wouldn't work againWont buy evo brand again,0
3,"The reason I gave this card a middle rating is it cannot be formatted to FAT32, which is what my cameras take.  The firmware was changed from the first time I ordered one, to this one. So for me, it is a brick.IF you need FAT32  this will not format to that protocol.",0
3,Too expensive,0
3,First time in my life I have bought a sd card and it die within 30days of purchasing. Honestly I've never even heard of this dying but I sure got the dud.,0
3,First one didn't work. Second one did.,0
3,Solid reviews let me to my purchase of this have not had a chance to use time will tail,0
3,"Ordered 2 64 and 32, the 32 is not read, waiting for the exchange. The test speed of the 64 is decent.",0
3,It didn’t work with my dash-cam.,0
3,I experience some files or folders lost -> please go for SanDisk brand,0
3,Works,0
3,And cannot reformat,0
3,"Arrived on time. As soon as it was installed, the phone recognized it and made it available for storage.",0
3,"After placing this micro sd in my phone, it only shows that there's 119 gb available and 4.75mb are used. I paid for 128 gb not 120/119. What's the deal?",0
3,The memory has shrunk a lot.  It doesn’t seem to run as fast as expected,0
3,119 GB not 128,0
3,only 59 gb instead of 64,0
3,⭐⭐⭐,0
3,"Average write speed is 51 MB/s, and read speed is 66 MB/s. Never came close to 100 MB/s as advertised. Going to do other testing to see if I am going to keep it.",0
3,I didn't get even 500gb with this card.,0
3,Product as described,0
3,must have for any phone BUT again does not cover entire screen,0
3,After a few weeks of being in my pocket with my keys some small cracks and scratches have begun to show. I have yet to replace it with the second protector that the pack came with. It gets the job done tho.,0
3,The wet cleaning wipes were dry as a bone,0
3,Fingerprints & smudges very apparent.  Cracked on first day when it fell less than 1 ft!,0
3,Did't like...does't cover all screen...,0
3,The product works well as far as protection but I have bought 2 packs and they have sent me a pack due to the issues I was having but all of the screen protectors bubble around the edges after a couple weeks making it hard to tap anything under it. I have to change them every couple weeks.,0
3,"Three came in the package. One came cracked, one was not sticky. Was able to use one of the three in the package.",0
3,They may as well not even include the alcohol wipes because there’s no alcohol on them,0
3,Very sturdy. Full body case for my Samsung S21 5G cell phone,0
3,They seemed of lesser quality than the one it was to replace,0
3,I’ve bought screen protectors in the past that last months without cracks but these are not at all durable and barely last a week. I went through all three in the pack in just under two weeks because of how often they crack / chip from minor occurrences,0
3,See title,0
3,It cracked with in a week,0
3,"I feel this will work to give my I phone 11 screen protection from scratches from all the junk I carry in my pockets.  The screen works, that is, it is pressure sensitive just as the original was, but there seems to be a small space (1/8-1/4"") all around the face that is not covered by the screen.",0
3,Not at all,0
3,If only I could find one of these that doesn't collect bubbles.,0
3,i’m sure other people got better batches than me or can just apply it better than i can but it has a lot of bubbles and wasn’t very easy to apply. i also only got 2 in the pack even though it’s advertised as 3,0
3,"Not a strong screen protector, drop one and it will crack. Installation and everything else was fine though. Good thing it comes with 3.",0
3,Works for screen protection but it cracks every time your phone hits the ground. I’ve used others that were more durable,0
3,Runs small,0
3,A little small but technically fits,0
3,Doesn’t cover all The screen,0
3,These are more for iPhone XR’s and not really fly the 11,0
3,Slightly too small for the screen,0
3,Brooke first time I dropped it.,0
3,not recomended,0
3,Most recent batch has hairline fractures after “normal” phone drops...  glass can splinter off if phone is dropped too.,0
3,"Ive dropped and thrown my phone, wit this screen protector my phone still didn’t crack... The screen protector itself has crack but it’s still protecting my phone from being cracked",0
3,Too small,0
3,This did not work on my phone it was a tad longer than my actual screen,0
3,"somehow would crack while i was just holding it, never dropped it but the case would crack within 3 days of having it on my phone",0
3,While trying to install this protector I didn’t get it right till I had only one left the side that’s supposed to stick dry way too fast,0
3,Hello,0
3,The glass didn’t feel quite right,0
3,Does not cover whole surface,0
3,Could have been a littlecheaper.,0
3,Everything  works with any provider,0
3,The battery is going down kinda quick when u turn it off the battery percentage goes up by it self,0
3,Home button non functional.,0
3,Item came without a charger,0
3,No way this battery is 80% of original capacity.,0
3,Battery is trashed have to carry a charger everywhere,0
3,"The battery lasted about 10 minutes on a full charge. Customer service made me purchase a new one, out of pocket, and return the old one before they would send a refund. The refund took several months.",0
3,The charger that came with the phone did not work at all. And the phone shuts down randomly.,0
3,The charger port wouldn’t hold my charger in place,0
3,Had it for one year and it overheated. The battery life was only 86% when I got it.,0
